Candidate,Party,Votes,State,Constituency,State-code,Constituency-code
VIJAY KUMAR,Independent,205,Karnataka,Basavakalyan,S10,47
C. NARAYAN,Independent,178,Karnataka,Basavakalyan,S10,47
CHANDRAKANTH GYANOBA RANE,Independent,172,Karnataka,Basavakalyan,S10,47
ANIL GURUNATH,BhartiyaBahujanKranti Dal,146,Karnataka,Basavakalyan,S10,47
None of the Above,None of the Above,865,Karnataka,Basavakalyan,S10,47
RAJSHEKHAR,Indian National Congress,47379,Karnataka,Humnabad,S10,48
SUBHASH,Bharatiya Janata Party,26849,Karnataka,Humnabad,S10,48
M NASEEMODDIN PATEL,Janata Dal  (Secular),21894,Karnataka,Humnabad,S10,48
ANKUSH,Bharatiya Republican Paksha,2122,Karnataka,Humnabad,S10,48
ANJUM BEGUM,All India Mahila Empowerment Party,447,Karnataka,Humnabad,S10,48
PRASHANT,Dr. Ambedkar People's Party,441,Karnataka,Humnabad,S10,48
EKNATH,Independent,394,Karnataka,Humnabad,S10,48
None of the Above,None of the Above,701,Karnataka,Humnabad,S10,48
BANDEPPA,Janata Dal  (Secular),19917,Karnataka,Bidar South,S10,49
DR SHAILENDRA BELDALE,Bharatiya Janata Party,13664,Karnataka,Bidar South,S10,49
ASHOK KHENY,Indian National Congress,11204,Karnataka,Bidar South,S10,49
MOHAMMED AZMATH,All India Mahila Empowerment Party,290,Karnataka,Bidar South,S10,49
SYED RAHAMATHULLA HUSSAINI,Independent,279,Karnataka,Bidar South,S10,49
NAZEER AHMED,Welfare Party Of India,240,Karnataka,Bidar South,S10,49
A SALEEM,Bharatiya Praja Paksha,233,Karnataka,Bidar South,S10,49
SYED RAFIULLA,Independent,185,Karnataka,Bidar South,S10,49
ABRAHAM T J,Independent,121,Karnataka,Bidar South,S10,49
SHIVRAJ,Independent,115,Karnataka,Bidar South,S10,49
RAVINDARKUMAR,Independent,107,Karnataka,Bidar South,S10,49
NARSAPPA,Independent,90,Karnataka,Bidar South,S10,49
RAJKUMAR,Pyramid Party of India,74,Karnataka,Bidar South,S10,49
None of the Above,None of the Above,330,Karnataka,Bidar South,S10,49
RAHIM KHAN,Indian National Congress,48869,Karnataka,Bidar,S10,50
SURAYAKANTH NAGMARPALLI,Bharatiya Janata Party,34691,Karnataka,Bidar,S10,50
M MUNIYAPPA,Bahujan Samaj Party,585,Karnataka,Bidar,S10,50
KHAYAMUDDIN,National Development Party,339,Karnataka,Bidar,S10,50
MOHD NASER KHAN,All India Mahila Empowerment Party,257,Karnataka,Bidar,S10,50
MD GULAM ALI,Independent,204,Karnataka,Bidar,S10,50
MALLAPPA,Independent,161,Karnataka,Bidar,S10,50
ABDUL RAZAK,Independent,118,Karnataka,Bidar,S10,50
SWAMIDAS,Dr. Ambedkar People's Party,103,Karnataka,Bidar,S10,50
ISHWAR KANERI,Independent,93,Karnataka,Bidar,S10,50
SRAVAN,Karunaadu Party,70,Karnataka,Bidar,S10,50
None of the Above,None of the Above,307,Karnataka,Bidar,S10,50
ESHWAR KHANDRE,Indian National Congress,40960,Karnataka,Bhalki,S10,51
D K SIDRAM,Bharatiya Janata Party,30531,Karnataka,Bhalki,S10,51
KHANDRE PRAKASH,Janata Dal  (Secular),7047,Karnataka,Bhalki,S10,51
ESHWARAPPA CHAKOTE ADVOCATE,Janata Dal  (United),317,Karnataka,Bhalki,S10,51
BALAJIRAO,Independent,277,Karnataka,Bhalki,S10,51
VAIJINATH SHAPURE,Independent,267,Karnataka,Bhalki,S10,51
SHARAD,Independent,200,Karnataka,Bhalki,S10,51
VENKAT BIRADAR,Shivsena,133,Karnataka,Bhalki,S10,51
PUTTARAJ,Samajwadi Party,106,Karnataka,Bhalki,S10,51
BANSILAL,Independent,79,Karnataka,Bhalki,S10,51
UMESH,Independent,77,Karnataka,Bhalki,S10,51
None of the Above,None of the Above,462,Karnataka,Bhalki,S10,51
PRABHU CHAUHAN,Bharatiya Janata Party,74468,Karnataka,Aurad,S10,52
VIJAYKUMAR,Indian National Congress,64152,Karnataka,Aurad,S10,52
DHANAJI,Janata Dal  (Secular),2596,Karnataka,Aurad,S10,52
ANAND,BhartiyaBahujanKranti Dal,1233,Karnataka,Aurad,S10,52
PRAMODKUMAR,All India Mahila Empowerment Party,950,Karnataka,Aurad,S10,52
